2024-04-09 11:01:42.812212: [training]
2024-04-09 11:03:13.213083: iter: [1/300], train_loss: 11.515466, valid_loss: 0.667265, best_valid_loss: 0.667265, lr: 0.00100
2024-04-09 11:04:40.586786: iter: [2/300], train_loss: 4.991800, valid_loss: 0.702468, best_valid_loss: 0.667265, lr: 0.00100
2024-04-09 11:06:09.731265: iter: [3/300], train_loss: 4.376278, valid_loss: 0.643550, best_valid_loss: 0.643550, lr: 0.00100
2024-04-09 11:07:38.621473: iter: [4/300], train_loss: 3.919566, valid_loss: 0.452904, best_valid_loss: 0.452904, lr: 0.00100
2024-04-09 11:09:04.108459: iter: [5/300], train_loss: 3.531199, valid_loss: 0.512337, best_valid_loss: 0.452904, lr: 0.00100
2024-04-09 11:10:33.206785: iter: [6/300], train_loss: 3.426424, valid_loss: 0.381484, best_valid_loss: 0.381484, lr: 0.00100
2024-04-09 11:12:00.349785: iter: [7/300], train_loss: 3.344555, valid_loss: 0.493679, best_valid_loss: 0.381484, lr: 0.00100
2024-04-09 11:13:29.897265: iter: [8/300], train_loss: 3.358167, valid_loss: 0.323319, best_valid_loss: 0.323319, lr: 0.00100
2024-04-09 11:14:59.183112: iter: [9/300], train_loss: 2.875493, valid_loss: 0.262014, best_valid_loss: 0.262014, lr: 0.00100
2024-04-09 11:16:25.553707: iter: [10/300], train_loss: 2.888770, valid_loss: 0.278155, best_valid_loss: 0.262014, lr: 0.00100
2024-04-09 11:17:52.417562: iter: [11/300], train_loss: 2.692409, valid_loss: 0.254895, best_valid_loss: 0.254895, lr: 0.00100
2024-04-09 11:19:17.017771: iter: [12/300], train_loss: 2.468139, valid_loss: 0.364991, best_valid_loss: 0.254895, lr: 0.00100
2024-04-09 11:20:42.458788: iter: [13/300], train_loss: 2.605975, valid_loss: 0.402594, best_valid_loss: 0.254895, lr: 0.00100
2024-04-09 11:22:08.123228: iter: [14/300], train_loss: 2.544187, valid_loss: 0.252248, best_valid_loss: 0.252248, lr: 0.00100
2024-04-09 11:23:34.188502: iter: [15/300], train_loss: 2.321208, valid_loss: 0.236741, best_valid_loss: 0.236741, lr: 0.00100
2024-04-09 11:24:58.286451: iter: [16/300], train_loss: 2.310078, valid_loss: 0.257158, best_valid_loss: 0.236741, lr: 0.00100
2024-04-09 11:26:23.498264: iter: [17/300], train_loss: 2.239589, valid_loss: 0.271205, best_valid_loss: 0.236741, lr: 0.00100
2024-04-09 11:27:48.789112: iter: [18/300], train_loss: 2.154430, valid_loss: 0.261110, best_valid_loss: 0.236741, lr: 0.00100
2024-04-09 11:29:13.840267: iter: [19/300], train_loss: 2.259852, valid_loss: 0.307922, best_valid_loss: 0.236741, lr: 0.00100
2024-04-09 11:30:39.504195: iter: [20/300], train_loss: 2.318781, valid_loss: 0.286741, best_valid_loss: 0.236741, lr: 0.00100
2024-04-09 11:32:03.401426: iter: [21/300], train_loss: 2.151760, valid_loss: 0.306443, best_valid_loss: 0.236741, lr: 0.00100
2024-04-09 11:33:29.924440: iter: [22/300], train_loss: 2.205560, valid_loss: 0.227855, best_valid_loss: 0.227855, lr: 0.00100
2024-04-09 11:34:54.202558: iter: [23/300], train_loss: 2.148618, valid_loss: 0.243774, best_valid_loss: 0.227855, lr: 0.00100
2024-04-09 11:36:17.890545: iter: [24/300], train_loss: 2.024143, valid_loss: 0.237810, best_valid_loss: 0.227855, lr: 0.00100
2024-04-09 11:37:40.651725: iter: [25/300], train_loss: 2.036409, valid_loss: 0.240999, best_valid_loss: 0.227855, lr: 0.00100
2024-04-09 11:39:04.273669: iter: [26/300], train_loss: 2.066533, valid_loss: 0.231603, best_valid_loss: 0.227855, lr: 0.00100
2024-04-09 11:40:27.368200: iter: [27/300], train_loss: 2.025807, valid_loss: 0.285548, best_valid_loss: 0.227855, lr: 0.00100
2024-04-09 11:41:50.495378: iter: [28/300], train_loss: 2.035904, valid_loss: 0.306888, best_valid_loss: 0.227855, lr: 0.00100
2024-04-09 11:43:13.966384: iter: [29/300], train_loss: 2.031836, valid_loss: 0.249576, best_valid_loss: 0.227855, lr: 0.00100
2024-04-09 11:44:33.790433: iter: [30/300], train_loss: 2.007149, valid_loss: 0.271749, best_valid_loss: 0.227855, lr: 0.00100
2024-04-09 11:45:53.510932: iter: [31/300], train_loss: 1.972626, valid_loss: 0.215195, best_valid_loss: 0.215195, lr: 0.00100
2024-04-09 11:47:12.182091: iter: [32/300], train_loss: 2.036953, valid_loss: 0.281637, best_valid_loss: 0.215195, lr: 0.00100
2024-04-09 11:48:31.165663: iter: [33/300], train_loss: 1.965323, valid_loss: 0.213268, best_valid_loss: 0.213268, lr: 0.00100
2024-04-09 11:49:48.399987: iter: [34/300], train_loss: 1.956776, valid_loss: 0.284963, best_valid_loss: 0.213268, lr: 0.00100
2024-04-09 11:51:05.260433: iter: [35/300], train_loss: 1.947155, valid_loss: 0.275309, best_valid_loss: 0.213268, lr: 0.00100
2024-04-09 11:52:21.671643: iter: [36/300], train_loss: 1.930661, valid_loss: 0.301130, best_valid_loss: 0.213268, lr: 0.00100
2024-04-09 11:53:38.172644: iter: [37/300], train_loss: 1.964407, valid_loss: 0.214604, best_valid_loss: 0.213268, lr: 0.00100
2024-04-09 11:54:54.542935: iter: [38/300], train_loss: 1.851900, valid_loss: 0.214017, best_valid_loss: 0.213268, lr: 0.00100
2024-04-09 11:56:10.906713: iter: [39/300], train_loss: 1.900198, valid_loss: 0.219461, best_valid_loss: 0.213268, lr: 0.00100
2024-04-09 11:57:26.983307: iter: [40/300], train_loss: 1.850894, valid_loss: 0.224762, best_valid_loss: 0.213268, lr: 0.00100
2024-04-09 11:58:44.228211: iter: [41/300], train_loss: 1.873535, valid_loss: 0.208685, best_valid_loss: 0.208685, lr: 0.00100
2024-04-09 12:00:00.455764: iter: [42/300], train_loss: 1.868021, valid_loss: 0.241838, best_valid_loss: 0.208685, lr: 0.00100
2024-04-09 12:01:16.686363: iter: [43/300], train_loss: 1.906489, valid_loss: 0.215254, best_valid_loss: 0.208685, lr: 0.00100
2024-04-09 12:02:34.146539: iter: [44/300], train_loss: 1.838027, valid_loss: 0.204619, best_valid_loss: 0.204619, lr: 0.00100
2024-04-09 12:03:49.749486: iter: [45/300], train_loss: 1.822770, valid_loss: 0.207282, best_valid_loss: 0.204619, lr: 0.00100
2024-04-09 12:05:05.923283: iter: [46/300], train_loss: 1.845419, valid_loss: 0.208817, best_valid_loss: 0.204619, lr: 0.00100
2024-04-09 12:06:21.994432: iter: [47/300], train_loss: 1.861799, valid_loss: 0.206254, best_valid_loss: 0.204619, lr: 0.00100
2024-04-09 12:07:38.903455: iter: [48/300], train_loss: 1.851710, valid_loss: 0.219967, best_valid_loss: 0.204619, lr: 0.00100
